Test Name,FEN,Model,Persona,Raw Response,LLM Move,Best Move,Score Diff,Quality,Is Legal,Attack Metric,Defensive Metric
,r3r1k1/2p4p/1pn3pq/5p2/1P1Pp2R/P3P1QP/1B1K4/6R1 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I need to eliminate the immediate threat to my queen by capturing the attacking rook. <MOVE>Qxh4</MOVE>,h6h4,h6g7,4,Mistake,True,10,1
,r3r1k1/2p4p/1pn3pq/5p2/1P1Pp2R/P3P1QP/1B1K4/6R1 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will reinforce the king’s safety and keep the queen defending key squares, avoiding any unnecessary complications. <MOVE>Qg7</MOVE>",h6g7,h6g7,0,Best/Good,True,7,-13
,r3r1k1/2p4p/1pn3pq/5p2/1P1Pp2R/P3P1QP/1B1K4/6R1 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll deliver a direct check to force the white king into a vulnerable position and keep the initiative. <MOVE>Qg5+</MOVE>,h6g5,h6g7,9,Blunder,True,4,-1
,r3r1k1/2p4p/1pn3pq/5p2/1P1Pp2R/P3P1QP/1B1K4/6R1 b - - 1 26,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece that is hanging, so I will take a pawn anyway. <MOVE>Rxa3</MOVE>",a8a3,h6g7,7,Mistake,True,7,-3
,2k2r2/pppq2rp/3b4/4p3/2Bn3N/P1NP1P2/1PPQ3P/2R1K2R w K - 1 20,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I want to increase pressure on Black’s centre and create threats against the queen and bishop while keeping my pieces active. <MOVE>Nd5</MOVE>,c3d5,c3e2,1,Best/Good,True,12,-15
,2k2r2/pppq2rp/3b4/4p3/2Bn3N/P1NP1P2/1PPQ3P/2R1K2R w K - 1 20,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will reinforce the back rank and keep my king well protected by bringing a rook to d1. <MOVE>Rd1</MOVE>,c1d1,c3e2,2,Best/Good,True,0,-21
,2k2r2/pppq2rp/3b4/4p3/2Bn3N/P1NP1P2/1PPQ3P/2R1K2R w K - 1 20,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll jump the knight into g6, hitting the rook on h8 and the bishop on d6, creating immediate threats around the black king. <MOVE>Ng6</MOVE>",h4g6,c3e2,9,Blunder,True,6,-11
,2k2r2/pppq2rp/3b4/4p3/2Bn3N/P1NP1P2/1PPQ3P/2R1K2R w K - 1 20,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no opponent piece I can take right now, so I’ll develop a piece. <MOVE>Ng6</MOVE>",h4g6,c3e2,9,Blunder,True,6,-11
,r2qkbnr/pp2pppp/n1p5/1P1p1b2/3P4/4PN1P/P1P2PP1/RNBQKB1R b KQkq - 0 6,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I need to reinforce the vulnerable knight on a6 and stop the b5 pawn from advancing, while keeping my position solid. <MOVE>Nc7</MOVE>",a6c7,a6b8,1,Best/Good,True,6,-23
,r2qkbnr/pp2pppp/n1p5/1P1p1b2/3P4/4PN1P/P1P2PP1/RNBQKB1R b KQkq - 0 6,OpenRouter (openai/gpt-oss-120b:free),Defensive,I’ll reinforce my central pawn structure and keep my king safe before launching any attacks. <MOVE>e6</MOVE>,e7e6,a6b8,3,Mistake,True,2,-23
,r2qkbnr/pp2pppp/n1p5/1P1p1b2/3P4/4PN1P/P1P2PP1/RNBQKB1R b KQkq - 0 6,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I can launch a direct attack on the white king with a checking queen move, forcing a defensive response. <MOVE>Qa5+</MOVE>",d8a5,a6b8,3,Mistake,True,14,-19
,r2qkbnr/pp2pppp/n1p5/1P1p1b2/3P4/4PN1P/P1P2PP1/RNBQKB1R b KQkq - 0 6,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see a white pawn I can take right away. <MOVE>Bxh3</MOVE>,f5h3,a6b8,2,Best/Good,True,7,-21
,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Developing a piece while pressuring White’s e4 pawn is key; bringing the knight to its natural square also prepares quick castling. <MOVE>Nf6</MOVE>,g8f6,d8e7,0,Best/Good,True,7,-28
,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,OpenRouter (openai/gpt-oss-120b:free),Defensive,I’ll develop a piece while defending the e5 pawn and keeping the king safe. <MOVE>Nf6</MOVE>,g8f6,d7d6,0,Best/Good,True,7,-28
,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I aim to pressure White’s king by targeting the f2 pawn and threatening a quick mate. <MOVE>Qh4</MOVE>,d8h4,g8f6,8,Mistake,True,7,-18
,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece I can take right now, so I’ll develop a piece that also attacks the white pawn on e4. <MOVE>Nf6</MOVE>",g8f6,g8f6,0,Best/Good,True,7,-28
,4R1k1/pp4pp/2p5/8/2P2r2/7P/P5K1/8 b - - 2 32,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I will move my king out of the rook's line to keep material and stay safe. <MOVE>Kf7</MOVE>,g8f7,g8f7,0,Best/Good,True,7,-3
,4R1k1/pp4pp/2p5/8/2P2r2/7P/P5K1/8 b - - 2 32,OpenRouter (openai/gpt-oss-120b:free),Defensive,I keep the king safe and avoid losing material; moving the king to f7 maintains a solid position. <MOVE>Kf7</MOVE>,g8f7,g8f7,0,Best/Good,True,7,-3
,4R1k1/pp4pp/2p5/8/2P2r2/7P/P5K1/8 b - - 2 32,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll interpose my rook to block the check and keep pressure on the white rook, preserving the initiative. <MOVE>Rf8</MOVE>",f4f8,g8f7,1,Best/Good,True,6,-7
,4R1k1/pp4pp/2p5/8/2P2r2/7P/P5K1/8 b - - 2 32,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white pawn on c4 that is undefended, so I must capture it. <MOVE>Rxc4</MOVE>",Rxc4,,,N/A,False,7,-3
,r1b1kb1r/ppppqppp/2n2n2/4P3/2B5/4Q3/PB3PPP/RN2K1NR b KQkq - 2 8,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Capturing the advanced white pawn removes a strong central piece and improves material while keeping the position solid. <MOVE>Qxe5</MOVE>,e7e5,e7b4,8,Mistake,True,3,-18
,r1b1kb1r/ppppqppp/2n2n2/4P3/2B5/4Q3/PB3PPP/RN2K1NR b KQkq - 2 8,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will capture the advanced white pawn to improve material while keeping my position solid. <MOVE>Nxe5</MOVE>,c6e5,e7b4,2,Best/Good,True,12,-26
,r1b1kb1r/ppppqppp/2n2n2/4P3/2B5/4Q3/PB3PPP/RN2K1NR b KQkq - 2 8,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll grab the advanced pawn and open lines toward the white king while hitting the queen. <MOVE>Nxe5</MOVE>,c6e5,e7b4,2,Best/Good,True,12,-26
,r1b1kb1r/ppppqppp/2n2n2/4P3/2B5/4Q3/PB3PPP/RN2K1NR b KQkq - 2 8,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white pawn that I can take right now, so I will capture it. <MOVE>Nxe5</MOVE>",c6e5,e7b4,2,Best/Good,True,12,-26
,r4rk1/p4ppp/1p1Pq3/1Qn5/4p3/2N5/PP1BBPP1/R4RK1 w - - 2 22,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Capturing the knight wins material and forces the queen trade that leaves White ahead. <MOVE>Qxc5</MOVE>,b5c5,a1e1,6,Mistake,True,6,-7
,r4rk1/p4ppp/1p1Pq3/1Qn5/4p3/2N5/PP1BBPP1/R4RK1 w - - 2 22,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will reinforce the centre and protect my pieces by centralising a rook, keeping the position solid. <MOVE>Rfe1</MOVE>",f1e1,b2b4,0,Best/Good,True,0,-9
,r4rk1/p4ppp/1p1Pq3/1Qn5/4p3/2N5/PP1BBPP1/R4RK1 w - - 2 22,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll snatch the b6 pawn, opening lines and keeping the pressure on Black’s position. <MOVE>Qxb6</MOVE>",b5b6,a1c1,8,Mistake,True,5,-3
,r4rk1/p4ppp/1p1Pq3/1Qn5/4p3/2N5/PP1BBPP1/R4RK1 w - - 2 22,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see an enemy pawn on b6 that isn’t defended, so I must take it. <MOVE>Qxb6</MOVE>",b5b6,d6d7,8,Mistake,True,5,-3
,1r2k1nr/pq1p1pbp/1pnPp1p1/2p1P3/2B2B2/4Q3/PPP1NPPP/R4RK1 w k - 7 15,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I want to improve my piece activity and put pressure on Black’s knight and pawn chain. <MOVE>Nd4</MOVE>,e2d4,b2b3,3,Mistake,True,3,-28
,1r2k1nr/pq1p1pbp/1pnPp1p1/2p1P3/2B2B2/4Q3/PPP1NPPP/R4RK1 w k - 7 15,OpenRouter (openai/gpt-oss-120b:free),Defensive,I need to address the attack on my c4 bishop while keeping a solid position and avoiding any unnecessary complications. <MOVE>Bd3</MOVE>,c4d3,e2g3,0,Best/Good,True,7,-28
,1r2k1nr/pq1p1pbp/1pnPp1p1/2p1P3/2B2B2/4Q3/PPP1NPPP/R4RK1 w k - 7 15,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I can seize the initiative by delivering a direct check and winning material. <MOVE>Qxe6+</MOVE>,Qxe6,,,N/A,False,0,-28
,1r2k1nr/pq1p1pbp/1pnPp1p1/2p1P3/2B2B2/4Q3/PPP1NPPP/R4RK1 w k - 7 15,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the pawn on e6 is not defended, so I will take it. <MOVE>Bxe6</MOVE>",c4e6,e3d3,2,Best/Good,True,8,-20
,rnbqkb1r/pp3ppp/2p1pn2/2N5/8/5N2/PPPPQPPP/R1B1KB1R b KQkq - 1 6,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I need to defend the e6 pawn that’s under pressure from the white queen and knight while completing development. Placing the bishop on e7 both blocks the queen’s line and supports the pawn. <MOVE>Be7</MOVE>,f8e7,f8c5,2,Best/Good,True,6,-20
,rnbqkb1r/pp3ppp/2p1pn2/2N5/8/5N2/PPPPQPPP/R1B1KB1R b KQkq - 1 6,OpenRouter (openai/gpt-oss-120b:free),Defensive,I want to reinforce my position and neutralize the knight on c5 without creating weaknesses. <MOVE>Nbd7</MOVE>,b8d7,f8c5,2,Best/Good,True,6,-24
,rnbqkb1r/pp3ppp/2p1pn2/2N5/8/5N2/PPPPQPPP/R1B1KB1R b KQkq - 1 6,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I must eliminate the enemy queen and deliver a crushing check, seizing the initiative. <MOVE>Qxd2+</MOVE>",d8d2,f8c5,7,Mistake,True,9,-11
,rnbqkb1r/pp3ppp/2p1pn2/2N5/8/5N2/PPPPQPPP/R1B1KB1R b KQkq - 1 6,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white knight on c5 is hanging, so I should take it right away. <MOVE>Bxc5</MOVE>",f8c5,f8c5,0,Best/Good,True,12,-16
,3r2k1/pp3p2/2p3p1/5nN1/1P2qP1P/P1bR4/1BK5/R7 b - - 1 31,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I need to get the queen out of the knight’s attack while keeping it active. Moving it to a safe square like e7 preserves material and maintains pressure. <MOVE>Qe7</MOVE>,e4e7,e4d3,8,Mistake,True,7,1
,3r2k1/pp3p2/2p3p1/5nN1/1P2qP1P/P1bR4/1BK5/R7 b - - 1 31,OpenRouter (openai/gpt-oss-120b:free),Defensive,I need to get my queen out of the knight’s attack while keeping my pieces defended. <MOVE>Qe5</MOVE>,e4e5,e4d3,19,Blunder,True,4,1
,3r2k1/pp3p2/2p3p1/5nN1/1P2qP1P/P1bR4/1BK5/R7 b - - 1 31,OpenRouter (openai/gpt-oss-120b:free),Aggressive,Capturing the rook with check not only wins material but opens a direct attack on the white king. <MOVE>Qxd3+</MOVE>,e4d3,e4d3,0,Best/Good,True,19,-3
,3r2k1/pp3p2/2p3p1/5nN1/1P2qP1P/P1bR4/1BK5/R7 b - - 1 31,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see an enemy pawn on f4 that isn’t defended, so I must take it. <MOVE>Qxf4</MOVE>",e4f4,e4d3,12,Blunder,True,16,7
,r3k2r/p1p1ppb1/np1p1p2/5q2/5PpP/PPN1P1P1/2PPQ3/2KR2NR b kq f3 0 14,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I will capture the hanging pawn on f4, gaining material and keeping pressure on White's king. <MOVE>Qxf4</MOVE>",f5f4,f5a5,8,Mistake,True,7,-12
,r3k2r/p1p1ppb1/np1p1p2/5q2/5PpP/PPN1P1P1/2PPQ3/2KR2NR b kq f3 0 14,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will simplify by removing White's advanced pawn and keep my queen active while staying safe. <MOVE>Qxf4</MOVE>,f5f4,f5a5,8,Mistake,True,7,-12
,r3k2r/p1p1ppb1/np1p1p2/5q2/5PpP/PPN1P1P1/2PPQ3/2KR2NR b kq f3 0 14,OpenRouter (openai/gpt-oss-120b:free),Aggressive,Capturing the pawn on f4 not only wins material but opens lines for further attacks on the white king. <MOVE>Qxf4</MOVE>,f5f4,f5a5,8,Mistake,True,7,-12
,r3k2r/p1p1ppb1/np1p1p2/5q2/5PpP/PPN1P1P1/2PPQ3/2KR2NR b kq f3 0 14,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the white pawn on c2 is not defended, so I will capture it with my queen. <MOVE>Qxc2+</MOVE>",f5c2,f5a5,8,Mistake,True,13,-9
,2rq1rk1/1p1b2bp/p2p2p1/2p1p3/3nn3/2PPQ1N1/PP4PP/RNBB1RK1 b - - 1 15,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I can win a pawn and improve my position by removing the defender on c3. <MOVE>Nxc3</MOVE>,e4c3,e4g3,2,Best/Good,True,6,-14
,2rq1rk1/1p1b2bp/p2p2p1/2p1p3/3nn3/2PPQ1N1/PP4PP/RNBB1RK1 b - - 1 15,OpenRouter (openai/gpt-oss-120b:free),Defensive,I’ll reinforce my central pieces and keep the king safe by connecting the rooks. <MOVE>Qe8</MOVE>,d8e8,e4g3,3,Mistake,True,0,-24
,2rq1rk1/1p1b2bp/p2p2p1/2p1p3/3nn3/2PPQ1N1/PP4PP/RNBB1RK1 b - - 1 15,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I launch a direct knight check to force the white king into trouble and open lines for my pieces. <MOVE>Nf3+</MOVE>,d4f3,e4g3,3,Mistake,True,8,-22
,2rq1rk1/1p1b2bp/p2p2p1/2p1p3/3nn3/2PPQ1N1/PP4PP/RNBB1RK1 b - - 1 15,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see that the white pawn on b2 is hanging and can be taken immediately. <MOVE>Bxb2</MOVE>,Bxb2,,,N/A,False,8,-28
,8/P1pnpk2/4pn1Q/q5p1/8/3B4/P1PB1P1P/2R2K2 w - - 3 33,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"A queen sacrifice on g6 delivers a forced check that the black king cannot escape or block, leading to immediate mate. <MOVE>Qg6#</MOVE>",h6g6,d2a5,0,Best/Good,True,20,-1
,8/P1pnpk2/4pn1Q/q5p1/8/3B4/P1PB1P1P/2R2K2 w - - 3 33,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will capture the hanging pawn on g5, improving material while keeping my king safe. <MOVE>Qxg5</MOVE>",h6g5,h6g6,9,Blunder,True,17,-3
,8/P1pnpk2/4pn1Q/q5p1/8/3B4/P1PB1P1P/2R2K2 w - - 3 33,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I will eliminate the defending knight and open a direct attack on the black king. <MOVE>Qxf6+</MOVE>,h6f6,h6g6,6,Mistake,True,9,5
,8/P1pnpk2/4pn1Q/q5p1/8/3B4/P1PB1P1P/2R2K2 w - - 3 33,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see the black queen on a5 is hanging, so I will take it. <MOVE>Bxa5</MOVE>",d2a5,d3g6,0,Best/Good,True,14,3
,r1bqkbnr/p1p2ppp/1pn1p3/3p4/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 5,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I will capture the pawn on c4 to win material and open lines for my pieces. <MOVE>dxc4</MOVE>,d5c4,f8b4,0,Best/Good,True,11,-32
,r1bqkbnr/p1p2ppp/1pn1p3/3p4/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 5,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will capture the pawn on c4 to simplify the position and improve my pawn structure while staying solid. <MOVE>dxc4</MOVE>,d5c4,d5c4,0,Best/Good,True,11,-32
,r1bqkbnr/p1p2ppp/1pn1p3/3p4/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 5,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I can launch a direct attack on the white king with a checking bishop move, forcing a response and gaining initiative. <MOVE>Bb4+</MOVE>",f8b4,d5c4,0,Best/Good,True,13,-32
,r1bqkbnr/p1p2ppp/1pn1p3/3p4/2PP1B2/4PN2/PP3PPP/RN1QKB1R b KQkq - 0 5,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,I see a capture opportunity and must take it. <MOVE>Nxd4</MOVE>,c6d4,f8b4,2,Best/Good,True,7,-28
,2k5/8/8/pp2B3/5K2/6Pp/bPP4P/8 w - - 0 38,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I want to bring my king closer to the enemy pawn on h3, creating a direct threat of capture while also improving my king’s activity. <MOVE>Kg4</MOVE>",f4g4,f4e3,0,Best/Good,True,8,-12
,2k5/8/8/pp2B3/5K2/6Pp/bPP4P/8 w - - 0 38,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will improve my piece coordination while keeping my king safe and maintaining a solid structure. <MOVE>Bd4</MOVE>,e5d4,c2c3,0,Best/Good,True,3,-16
,2k5/8/8/pp2B3/5K2/6Pp/bPP4P/8 w - - 0 38,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I want to open lines on the queenside and put pressure on the black pawns while keeping my king active. <MOVE>b4</MOVE>,b2b4,f4g5,1,Best/Good,True,3,-12
,2k5/8/8/pp2B3/5K2/6Pp/bPP4P/8 w - - 0 38,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece I can take right now, so I’ll just improve my position. <MOVE>Kg5</MOVE>",f4g5,g3g4,0,Best/Good,True,6,-14
,4Q3/7R/3k4/8/8/8/6PP/6K1 w - - 1 48,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I’ll give a checking move that limits the king’s options and keeps pressure while staying safe. <MOVE>Qe6+</MOVE>,e8e6,e8e4,9,Blunder,True,9,2
,4Q3/7R/3k4/8/8/8/6PP/6K1 w - - 1 48,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will give a safe check that limits the black king’s escape squares while keeping my pieces coordinated. <MOVE>Qd8+</MOVE>,e8d8,e8e3,0,Best/Good,True,14,2
,4Q3/7R/3k4/8/8/8/6PP/6K1 w - - 1 48,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll deliver a direct check with the queen, forcing the black king to move and keeping the initiative. <MOVE>Qe6+</MOVE>",e8e6,h7h4,9,Blunder,True,9,2
,4Q3/7R/3k4/8/8/8/6PP/6K1 w - - 1 48,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see there are no enemy pieces I can capture, so I’ll just make a simple queen move. <MOVE>Qe7</MOVE>",e8e7,e8g8,0,Best/Good,True,15,2
,6r1/pk5q/2pb4/1pp5/4P3/2NP1QPn/PPP2PKP/4RR2 b - - 6 27,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,Capturing the pawn on e4 wins White’s queen and gives a decisive material advantage. <MOVE>Qxe4</MOVE>,h7e4,d6e5,10,Blunder,True,8,-7
,6r1/pk5q/2pb4/1pp5/4P3/2NP1QPn/PPP2PKP/4RR2 b - - 6 27,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will keep my position solid and avoid any unnecessary complications, while keeping my queen safe. <MOVE>Qh8</MOVE>",h7h8,d6e5,5,Mistake,True,6,-19
,6r1/pk5q/2pb4/1pp5/4P3/2NP1QPn/PPP2PKP/4RR2 b - - 6 27,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I see a direct attack on the white king by capturing the pawn on g3 with my rook, delivering a check and forcing a response. <MOVE>Rxg3+</MOVE>",g8g3,d6e5,4,Mistake,True,9,-18
,6r1/pk5q/2pb4/1pp5/4P3/2NP1QPn/PPP2PKP/4RR2 b - - 6 27,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white pawn on g3 that I can take, so I will capture it. <MOVE>Rxg3</MOVE>",g8g3,d6e5,4,Mistake,True,9,-18
,4r2r/pp2k1p1/7p/8/1P6/2PBKP1P/P7/R5R1 b - - 0 26,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I will improve my king's position and increase pressure on White's weak king side. <MOVE>Kf6</MOVE>,e7f6,h8f8,0,Best/Good,True,10,-24
,4r2r/pp2k1p1/7p/8/1P6/2PBKP1P/P7/R5R1 b - - 0 26,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will reinforce my back rank and keep the king well protected. <MOVE>Rd8</MOVE>,e8d8,e7d7,1,Best/Good,True,7,-20
,4r2r/pp2k1p1/7p/8/1P6/2PBKP1P/P7/R5R1 b - - 0 26,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll bring my king forward to pressure the white king and open lines for my rooks. <MOVE>Kf6</MOVE>,e7f6,e7d8,0,Best/Good,True,10,-24
,4r2r/pp2k1p1/7p/8/1P6/2PBKP1P/P7/R5R1 b - - 0 26,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece I can capture right now, so I’ll improve my position by bringing a rook closer. <MOVE>Rh7</MOVE>",h8h7,e7f7,4,Mistake,True,3,-24
,5q1k/5prp/3p1p2/p1bPp3/4QP2/1P6/P5PP/4RR1K w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I’ll capture the central pawn to eliminate Black’s material advantage and keep my queen active. <MOVE>Qxe5</MOVE>,e4e5,e4f3,7,Mistake,True,7,-6
,5q1k/5prp/3p1p2/p1bPp3/4QP2/1P6/P5PP/4RR1K w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will reinforce my back rank and keep the king well protected. <MOVE>Rd8</MOVE>,e8d8,e7d7,1,Best/Good,True,6,-16
,5q1k/5prp/3p1p2/p1bPp3/4QP2/1P6/P5PP/4RR1K w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Aggressive,I’ll snatch the central pawn to open lines toward the black king and keep the pressure alive. <MOVE>Qxe5</MOVE>,e4e5,e1c1,7,Mistake,True,7,-6
,5q1k/5prp/3p1p2/p1bPp3/4QP2/1P6/P5PP/4RR1K w - - 1 29,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a pawn I can take right away, so I will capture it. <MOVE>Qxe5</MOVE>",e4e5,e4a4,7,Mistake,True,7,-6
,r2q1rk1/p3bpp1/1pn1p2p/2pbP3/8/2B2N2/PPP1BPPP/R2Q1RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I want to challenge White’s active bishop on c3 and gain space on the queenside. <MOVE>c4</MOVE>,c5c4,d8e8,3,Mistake,True,6,-21
,r2q1rk1/p3bpp1/1pn1p2p/2pbP3/8/2B2N2/PPP1BPPP/R2Q1RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Defensive,I’ll reinforce my position and keep the king safe by improving the queen’s coordination while maintaining a solid pawn structure. <MOVE>Qd7</MOVE>,d8d7,d8c8,3,Mistake,True,1,-19
,r2q1rk1/p3bpp1/1pn1p2p/2pbP3/8/2B2N2/PPP1BPPP/R2Q1RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I strike at the center, removing the e5 pawn and opening lines toward the white king. <MOVE>Nxe5</MOVE>",c6e5,d8e8,5,Mistake,True,7,-19
,r2q1rk1/p3bpp1/1pn1p2p/2pbP3/8/2B2N2/PPP1BPPP/R2Q1RK1 b - - 0 14,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no completely undefended white piece, so I’ll just take the pawn on e5 with my knight. <MOVE>Nxe5</MOVE>",c6e5,d5e4,5,Mistake,True,7,-19
,8/3R4/5k2/3P4/5Pp1/2N1P1P1/1P5P/6K1 w - - 0 35,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,I want to keep the pressure on the exposed black king and limit its escape squares. <MOVE>Rd6+</MOVE>,d7d6,c3a2,0,Best/Good,True,14,0
,8/3R4/5k2/3P4/5Pp1/2N1P1P1/1P5P/6K1 w - - 0 35,OpenRouter (openai/gpt-oss-120b:free),Defensive,I will keep my rook active while reinforcing my pawn chain and staying away from any king checks. <MOVE>Rd6</MOVE>,d7d6,c3e4,0,Best/Good,True,14,0
,8/3R4/5k2/3P4/5Pp1/2N1P1P1/1P5P/6K1 w - - 0 35,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I’ll slide the rook down to d6 delivering a direct check and force the black king to react, keeping the initiative. <MOVE>Rd6+</MOVE>",d7d6,c3e2,0,Best/Good,True,14,0
,8/3R4/5k2/3P4/5Pp1/2N1P1P1/1P5P/6K1 w - - 0 35,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see no enemy piece that is hanging, so I’ll improve my position with a rook move. <MOVE>Rd6</MOVE>",d7d6,c3e2,0,Best/Good,True,14,0
,8/2p3pk/6bp/2RPpr2/2P5/P5P1/4KP2/8 b - - 0 40,OpenRouter (openai/gpt-oss-120b:free),Neutral Baseline,"I’ll move my king to a safer square, keeping my pieces coordinated while I address White’s threats. <MOVE>Kg8</MOVE>",h7g8,c7c6,0,Best/Good,True,1,-11
,8/2p3pk/6bp/2RPpr2/2P5/P5P1/4KP2/8 b - - 0 40,OpenRouter (openai/gpt-oss-120b:free),Defensive,"I will move my king to a safer square, keeping the position solid and avoiding any unnecessary complications. <MOVE>Kg8</MOVE>",h7g8,g6e8,0,Best/Good,True,1,-11
,8/2p3pk/6bp/2RPpr2/2P5/P5P1/4KP2/8 b - - 0 40,OpenRouter (openai/gpt-oss-120b:free),Aggressive,"I can rip open White’s king by sacrificing the rook on f2 with a checking capture, forcing a decisive attack. <MOVE>Rxf2+</MOVE>",f5f2,c7c6,4,Mistake,True,13,-11
,8/2p3pk/6bp/2RPpr2/2P5/P5P1/4KP2/8 b - - 0 40,OpenRouter (openai/gpt-oss-120b:free),Beginner Materialist,"I see a white pawn on f2 that I can take right now, so I will capture it. <MOVE>Rxf2+</MOVE>",f5f2,g6h5,4,Mistake,True,13,-11
